Genus_species,CAAB,Region,Family,Min.depth,Max Depth,Common name,Primary Ecosystem
Anampses melanurus,37384180,North Coast,Labridae: Labrinae,15,40,Blacktail Wrasse,Coastal (0-40m)
Anampses meleagrides,37384049,Gascoyne Coast,Labridae: Labrinae,4,60,Speckled Wrasse,Coastal (0-40m)
Anampses meleagrides,37384049,North Coast,Labridae: Labrinae,4,60,Speckled Wrasse,Coastal (0-40m)
Anampses meleagrides,37384049,West Coast,Labridae: Labrinae,4,60,Speckled Wrasse,Coastal (0-40m)
Anampses twistii,37384051,North Coast,Labridae: Labrinae,3,30,Yellowbreast Wrasse,Coastal (0-40m)
Anaora tentaculata,37427045,North Coast,Callionymidae,0,30,Weedy Dragonet,Coastal (0-40m)
Anarchias allardicei,37060017,North Coast,Muraenidae,2,30,Allardice's Moray,Coastal (0-40m)
Anarchias cantonensis,37060018,North Coast,Muraenidae,20,28,Canton Moray,Coastal (0-40m)
Anarchias leucurus,37060019,North Coast,Muraenidae,9,45,Finespot Moray,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Anarchias seychellensis,37060022,North Coast,Muraenidae,0,22,Seychelles Moray,"Estuarine
Coastal (0-40m)
Shelf Demersal (40-200m)"
Anguilla bicolor,37056003,Gascoyne Coast,Anguillidae,0,300,Indonesian Shortfin Eel,"Freshwater
Estuarine
Coastal (0-40m)"
Anguilla bicolor,37056003,North Coast,Anguillidae,0,300,Indonesian Shortfin Eel,"Freshwater
Estuarine
Coastal (0-40m)"
Anodontostoma chacunda,37085015,North Coast,Clupeidae,0,200,Gizzard Shad,"Estuarine
Coastal (0-40m)
Shelf Demersal (40-200m)
Pelagic, Shelf (0-200m)"
Anoplocapros amygdaloides,37466015,Gascoyne Coast,Aracanidae,2,100,Western Smooth Boxfish,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Anoplocapros amygdaloides,37466015,South Coast,Aracanidae,2,100,Western Smooth Boxfish,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Anoplocapros amygdaloides,37466015,West Coast,Aracanidae,2,100,Western Smooth Boxfish,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Anoplocapros lenticularis,37466010,South Coast,Aracanidae,4,250,Whitebarred Boxfish,"Coastal (0-40m)
Shelf Demersal (40-200m)
Slope Demersal (200-2000m)"
Anoplocapros lenticularis,37466010,West Coast,Aracanidae,4,250,Whitebarred Boxfish,"Coastal (0-40m)
Shelf Demersal (40-200m)
Slope Demersal (200-2000m)"
Anoplogaster cornuta,37257001,Gascoyne Coast,Anoplogastridae,75,5000,Fangtooth,"Pelagic, Epipelagic (0-200m, Oceanic)
Pelagic, Mesopelagic (200-1000m, Oceanic)
Pelagic, Bathypelagic (1000-2000m, Oceanic)"
Anoplogaster cornuta,37257001,South Coast,Anoplogastridae,75,5000,Fangtooth,"Pelagic, Epipelagic (0-200m, Oceanic)
Pelagic, Mesopelagic (200-1000m, Oceanic)
Pelagic, Bathypelagic (1000-2000m, Oceanic)"
Anoplogaster cornuta,37257001,West Coast,Anoplogastridae,75,5000,Fangtooth,"Pelagic, Epipelagic (0-200m, Oceanic)
Pelagic, Mesopelagic (200-1000m, Oceanic)
Pelagic, Bathypelagic (1000-2000m, Oceanic)"
Anotopterus vorax,37129001,Gascoyne Coast,Anotopteridae,0,2579,Southern Daggertooth,"Pelagic, Epipelagic (0-200m, Oceanic)
Pelagic, Mesopelagic (200-1000m, Oceanic)"
Anoxypristis cuspidata,37025002,North Coast,Pristidae,0,40,Narrow Sawfish,Coastal (0-40m)
Antennarius commerson,37210018,West Coast,Antennariidae,0,45,Giant Anglerfish,Coastal (0-40m)
Antennarius hispidus,37210008,North Coast,Antennariidae,1,90,Shaggy Anglerfish,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Antennarius pictus,37210020,Gascoyne Coast,Antennariidae,0,75,Painted Anglerfish,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Antennarius pictus,37210020,North Coast,Antennariidae,0,75,Painted Anglerfish,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Antennarius pictus,37210020,West Coast,Antennariidae,0,75,Painted Anglerfish,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Antennarius striatus,37210009,Gascoyne Coast,Antennariidae,2,219,Striate Anglerfish,"Coastal (0-40m)
Shelf Demersal (40-200m)
Slope Demersal (200-2000m)"
Antennarius striatus,37210009,North Coast,Antennariidae,2,219,Striate Anglerfish,"Coastal (0-40m)
Shelf Demersal (40-200m)
Slope Demersal (200-2000m)"
Antennarius striatus,37210009,West Coast,Antennariidae,2,219,Striate Anglerfish,"Coastal (0-40m)
Shelf Demersal (40-200m)
Slope Demersal (200-2000m)"
Anyperodon leucogrammicus,37311085,North Coast,Serranidae,1,80,Whitelined Rockcod,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Aphareus furca,37346036,North Coast,Lutjanidae,5,100,Smalltooth Jobfish,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Aphareus rutilans,37346001,Gascoyne Coast,Lutjanidae,5,250,Rusty Jobfish,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Aphareus rutilans,37346001,North Coast,Lutjanidae,5,250,Rusty Jobfish,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Apistops caloundra,37287033,Gascoyne Coast,Apistidae,0,42,Shortfin Waspfish,Coastal (0-40m)
Apistops caloundra,37287033,North Coast,Apistidae,0,42,Shortfin Waspfish,Coastal (0-40m)
Apistops caloundra,37287033,West Coast,Apistidae,0,42,Shortfin Waspfish,Coastal (0-40m)
Apistus carinatus,37287011,Gascoyne Coast,Apistidae,7,64,Longfin Waspfish,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Apistus carinatus,37287011,North Coast,Apistidae,7,64,Longfin Waspfish,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Aploactis aspera,37290005,Gascoyne Coast,Aploactinidae,25,84,Dusky Velvetfish,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Aploactisoma milesii,37290001,Gascoyne Coast,Aploactinidae,1,20,Southern Velvetfish,Coastal (0-40m)
Aploactisoma milesii,37290001,South Coast,Aploactinidae,1,20,Southern Velvetfish,Coastal (0-40m)
Aploactisoma milesii,37290001,West Coast,Aploactinidae,1,20,Southern Velvetfish,Coastal (0-40m)
Aplodactylus westralis,37376004,South Coast,Aplodactylidae,0,20,Western Seacarp,Coastal (0-40m)
Aplodactylus westralis,37376004,West Coast,Aplodactylidae,0,20,Western Seacarp,Coastal (0-40m)
Apocryptodon madurensis,37428055,North Coast,Gobiidae,0,10,Peppered Mudskipper,"Estuarine
Coastal (0-40m)"
Apogon caudicinctus,37327165,North Coast,Apogonidae,0,12,[a cardinalfish],Shelf Demersal (40-200m)
Apogon crassiceps,37327051,Gascoyne Coast,Apogonidae,0,20,Ruby Cardinalfish,Coastal (0-40m)
Apogon crassiceps,37327051,North Coast,Apogonidae,0,20,Ruby Cardinalfish,Coastal (0-40m)
Apogon crassiceps,37327051,West Coast,Apogonidae,0,20,Ruby Cardinalfish,Coastal (0-40m)
Apogon semiornatus,37327074,Gascoyne Coast,Apogonidae,2,30,Halfband Cardinalfish,Coastal (0-40m)
Apogon semiornatus,37327074,North Coast,Apogonidae,2,30,Halfband Cardinalfish,Coastal (0-40m)
Apogon semiornatus,37327074,West Coast,Apogonidae,2,30,Halfband Cardinalfish,Coastal (0-40m)
Apogonichthyoides atripes,37327129,Gascoyne Coast,Apogonidae,9,36,'-,Coastal (0-40m)
Apogonichthyoides atripes,37327129,North Coast,Apogonidae,9,36,'-,Coastal (0-40m)
Apogonichthyoides brevicaudatus,37327005,Gascoyne Coast,Apogonidae,5,74,Manyband Cardinalfish,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Apogonichthyoides brevicaudatus,37327005,North Coast,Apogonidae,5,74,Manyband Cardinalfish,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Apogonichthyoides brevicaudatus,37327005,West Coast,Apogonidae,5,74,Manyband Cardinalfish,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Apogonichthyoides opercularis,37327070,North Coast,Apogonidae,3,30,Pearlycheek Cardinalfish,Coastal (0-40m)
Apogonichthyoides timorensis,37327077,Gascoyne Coast,Apogonidae,0,30,Timor Cardinalfish,Coastal (0-40m)
Apogonichthyoides timorensis,37327077,North Coast,Apogonidae,0,30,Timor Cardinalfish,Coastal (0-40m)
Apogonichthyoides umbratilis,37327166,North Coast,Apogonidae,10,60,[a cardinalfish],Coastal (0-40m)
Apogonichthys perdix,37327081,Gascoyne Coast,Apogonidae,0,65,Perdix Cardinalfish,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Apogonichthys perdix,37327081,North Coast,Apogonidae,0,65,Perdix Cardinalfish,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Apolemichthys trimaculatus,37365016,Gascoyne Coast,Pomacanthidae,3,100,Threespot Angelfish,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Apolemichthys trimaculatus,37365016,North Coast,Pomacanthidae,3,100,Threespot Angelfish,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Aporops bilinearis,37314001,Gascoyne Coast,Pseudogrammatidae,1,15,Blotched Podge,Coastal (0-40m)
Aporops bilinearis,37314001,North Coast,Pseudogrammatidae,1,15,Blotched Podge,Coastal (0-40m)
Aprion virescens,37346027,Gascoyne Coast,Lutjanidae,2,179,Green Jobfish,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Aprion virescens,37346027,North Coast,Lutjanidae,2,179,Green Jobfish,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Aptychotrema timorensis,37027007,North Coast,Trygonorrhinidae,90,120,Spotted Shovelnose Ray,Shelf Demersal (40-200m)
Aptychotrema vincentiana,37027001,Gascoyne Coast,Trygonorrhinidae,0,125,Western Shovelnose Ray,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Aptychotrema vincentiana,37027001,North Coast,Trygonorrhinidae,0,125,Western Shovelnose Ray,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Aptychotrema vincentiana,37027001,South Coast,Trygonorrhinidae,0,125,Western Shovelnose Ray,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Aptychotrema vincentiana,37027001,West Coast,Trygonorrhinidae,0,125,Western Shovelnose Ray,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Aracana aurita,37466003,South Coast,Aracanidae,10,160,Shaw's Cowfish,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Aracana aurita,37466003,West Coast,Aracanidae,10,160,Shaw's Cowfish,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Aracana ornata,37466001,South Coast,Aracanidae,0,15,Ornate Cowfish,Coastal (0-40m)
Arenigobius bifrenatus,37428008,South Coast,Gobiidae,0,10,Bridled Goby,"Estuarine
Coastal (0-40m)"
Arenigobius bifrenatus,37428008,West Coast,Gobiidae,0,10,Bridled Goby,"Estuarine
Coastal (0-40m)"
Argentina australiae,37097001,South Coast,Argentinidae,62,306,Silverside,"Shelf Demersal (40-200m)
Slope Demersal (200-2000m)
Pelagic, Shelf (0-200m)
Pelagic, Mesopelagic (200-1000m, Oceanic)"
Argyrops bleekeri,37353006,Gascoyne Coast,Sparidae,5,100,Frypan Bream,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Argyrops bleekeri,37353006,North Coast,Sparidae,5,100,Frypan Bream,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Argyrops bleekeri,37353006,West Coast,Sparidae,5,100,Frypan Bream,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Argyrops notialis,37353019,Gascoyne Coast,Sparidae,50,200,'-,Shelf Demersal (40-200m)
Argyrops notialis,37353019,North Coast,Sparidae,50,200,'-,Shelf Demersal (40-200m)
Argyrops notialis,37353019,West Coast,Sparidae,50,200,'-,Shelf Demersal (40-200m)
Argyrosomus japonicus,37354001,Gascoyne Coast,Sciaenidae,0,150,Mulloway,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Argyrosomus japonicus,37354001,North Coast,Sciaenidae,0,150,Mulloway,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Argyrosomus japonicus,37354001,South Coast,Sciaenidae,0,150,Mulloway,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Argyrosomus japonicus,37354001,West Coast,Sciaenidae,0,150,Mulloway,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Ariomma indicum,37447007,North Coast,Ariommatidae,24,216,Indian Driftfish,"Coastal (0-40m)
Shelf Demersal (40-200m)
Slope Demersal (200-2000m)"
Ariosoma anago,37067006,Gascoyne Coast,Congridae,55,402,Darkfin Conger,"Shelf Demersal (40-200m)
Slope Demersal (200-2000m)"
Ariosoma anago,37067006,North Coast,Congridae,55,402,Darkfin Conger,"Shelf Demersal (40-200m)
Slope Demersal (200-2000m)"
Ariosoma anago,37067006,West Coast,Congridae,55,402,Darkfin Conger,"Shelf Demersal (40-200m)
Slope Demersal (200-2000m)"
Ariosoma mauritianum,37067003,Gascoyne Coast,Congridae,18,110,Blunt-tooth Conger,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Ariosoma mauritianum,37067003,North Coast,Congridae,18,110,Blunt-tooth Conger,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Ariosoma mauritianum,37067003,West Coast,Congridae,18,110,Blunt-tooth Conger,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Ariosoma scheelei,37067014,Gascoyne Coast,Congridae,1,110,Tropical Conger,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Ariosoma scheelei,37067014,North Coast,Congridae,1,110,Tropical Conger,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Ariosoma scheelei,37067014,West Coast,Congridae,1,110,Tropical Conger,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Arnoglossus elongatus,37460020,North Coast,Bothidae,36,406,Long Lefteye Flounder,"Shelf Demersal (40-200m)
Slope Demersal (200-2000m)"
Arnoglossus japonicus,37460034,North Coast,Bothidae,86,250,Japanese Lefteye Flounder,"Shelf Demersal (40-200m)
Slope Demersal (200-2000m)"
Arnoglossus micrommatus,37460059,South Coast,Bothidae,5,60,Smalleye Flounder,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Arnoglossus micrommatus,37460059,West Coast,Bothidae,5,60,Smalleye Flounder,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Arnoglossus muelleri,37460030,South Coast,Bothidae,5,200,Mueller's Flounder,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Arnoglossus polyspilus,37460071,North Coast,Bothidae,90,406,Manyspot Lefteye Flounder,Slope Demersal (200-2000m)
Arnoglossus waitei,37460045,North Coast,Bothidae,8,134,Waite's Flounder,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Arothron firmamentum,37467005,North Coast,Tetraodontidae,40,585,Starry Toadfish,"Shelf Demersal (40-200m)
Slope Demersal (200-2000m)"
Arothron hispidus,37467033,Gascoyne Coast,Tetraodontidae,1,50,Stars-and-stripes Puffer,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Arothron hispidus,37467033,North Coast,Tetraodontidae,1,50,Stars-and-stripes Puffer,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Arothron hispidus,37467033,West Coast,Tetraodontidae,1,50,Stars-and-stripes Puffer,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Arothron manilensis,37467020,Gascoyne Coast,Tetraodontidae,1,49,Narrowlined Puffer,"Estuarine
Coastal (0-40m)
Shelf Demersal (40-200m)"
Arothron manilensis,37467020,North Coast,Tetraodontidae,1,49,Narrowlined Puffer,"Estuarine
Coastal (0-40m)
Shelf Demersal (40-200m)"
Arothron mappa,37467035,North Coast,Tetraodontidae,4,30,Scribbled Puffer,Coastal (0-40m)
Arothron nigropunctatus,37467027,North Coast,Tetraodontidae,0,41,Blackspotted Puffer,Coastal (0-40m)
Arothron reticularis,37467021,North Coast,Tetraodontidae,2,20,Reticulate Toadfish,"Estuarine
Coastal (0-40m)"
Arothron stellatus,37467014,Gascoyne Coast,Tetraodontidae,1,61,Starry Puffer,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Arothron stellatus,37467014,North Coast,Tetraodontidae,1,61,Starry Puffer,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Arrhamphus sclerolepis,37234006,Gascoyne Coast,Hemiramphidae,0,20,Snubnose Garfish,Coastal (0-40m)
Arripis georgianus,37344001,Gascoyne Coast,Arripidae,0,50,Australian Herring,"Coastal (0-40m)
Pelagic, Shelf (0-200m)"
Arripis georgianus,37344001,South Coast,Arripidae,0,50,Australian Herring,"Coastal (0-40m)
Pelagic, Shelf (0-200m)"
Arripis georgianus,37344001,West Coast,Arripidae,0,50,Australian Herring,"Coastal (0-40m)
Pelagic, Shelf (0-200m)"
Arripis truttaceus,37344004,South Coast,Arripidae,0,30,Western Australian Salmon,"Coastal (0-40m)
Pelagic, Shelf (0-200m)"
Arripis truttaceus,37344004,West Coast,Arripidae,0,30,Western Australian Salmon,"Coastal (0-40m)
Pelagic, Shelf (0-200m)"
Aseraggodes haackeanus,37462020,South Coast,Soleidae,12,30,Southern Sole,Coastal (0-40m)
Aseraggodes haackeanus,37462020,West Coast,Soleidae,12,30,Southern Sole,Coastal (0-40m)
Aseraggodes klunzingeri,37462021,North Coast,Soleidae,0,7,Kimberley Sole,"Freshwater
Estuarine
Coastal (0-40m)"
Aseraggodes melanospilos,37462012,Gascoyne Coast,Soleidae,0,200,Darkspotted Sole,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Aseraggodes melanospilos,37462012,North Coast,Soleidae,0,200,Darkspotted Sole,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Aseraggodes melanostictus,37462016,Gascoyne Coast,Soleidae,5,115,Dappled Sole,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Aseraggodes melanostictus,37462016,North Coast,Soleidae,5,115,Dappled Sole,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Aspasmogaster liorhyncha,37206005,South Coast,Gobiesocidae,0,10,Smoothsnout Clingfish,Coastal (0-40m)
Aspasmogaster occidentalis,37206006,South Coast,Gobiesocidae,0,10,Western Clingfish,Coastal (0-40m)
Aspasmogaster occidentalis,37206006,West Coast,Gobiesocidae,0,10,Western Clingfish,Coastal (0-40m)
Aspasmogaster tasmaniensis,37206001,South Coast,Gobiesocidae,0,10,Tasmanian Clingfish,Coastal (0-40m)
Aspasmogaster tasmaniensis,37206001,West Coast,Gobiesocidae,0,10,Tasmanian Clingfish,Coastal (0-40m)
Aspidontus dussumieri,37408007,Gascoyne Coast,Blenniidae,1,20,Lance Blenny,Coastal (0-40m)
Aspidontus dussumieri,37408007,North Coast,Blenniidae,1,20,Lance Blenny,Coastal (0-40m)
Aspidontus dussumieri,37408007,West Coast,Blenniidae,1,20,Lance Blenny,Coastal (0-40m)
Aspidontus taeniatus,37408008,Gascoyne Coast,Blenniidae,1,25,False Cleanerfish,Coastal (0-40m)
Aspidontus taeniatus,37408008,North Coast,Blenniidae,1,25,False Cleanerfish,Coastal (0-40m)
Aspidontus taeniatus,37408008,West Coast,Blenniidae,1,25,False Cleanerfish,Coastal (0-40m)
Assiculoides desmonotus,37313029,North Coast,Pseudochromidae,0,2,Bondfin Dottyback,Coastal (0-40m)
Assiculus punctatus,37313012,Gascoyne Coast,Pseudochromidae,0,31,Bluespotted Dottyback,Coastal (0-40m)
Assiculus punctatus,37313012,North Coast,Pseudochromidae,0,31,Bluespotted Dottyback,Coastal (0-40m)
Asterorhombus cocosensis,37460057,North Coast,Bothidae,1,30,Angler Flatfish,Coastal (0-40m)
Asterorhombus intermedius,37460046,Gascoyne Coast,Bothidae,0,96,Blotched Flounder,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Asterorhombus intermedius,37460046,North Coast,Bothidae,0,96,Blotched Flounder,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Asterropteryx atripes,37428478,North Coast,Gobiidae,10,15,'-,Coastal (0-40m)
Asterropteryx ensifera,37428057,North Coast,Gobiidae,0,40,Cheekspine Goby,Coastal (0-40m)
Asterropteryx semipunctata,37428058,Gascoyne Coast,Gobiidae,1,15,Starry Goby,Coastal (0-40m)
Asterropteryx semipunctata,37428058,North Coast,Gobiidae,1,15,Starry Goby,Coastal (0-40m)
Asterropteryx semipunctata,37428058,West Coast,Gobiidae,1,15,Starry Goby,Coastal (0-40m)
Asterropteryx spinosa,37428059,North Coast,Gobiidae,0,30,Eyebar Spinygoby,Coastal (0-40m)
Asymbolus occiduus,37015026,South Coast,Pentanchidae,98,400,Western Spotted Catshark,"Shelf Demersal (40-200m)
Slope Demersal (200-2000m)"
Asymbolus occiduus,37015026,West Coast,Pentanchidae,98,400,Western Spotted Catshark,"Shelf Demersal (40-200m)
Slope Demersal (200-2000m)"
Asymbolus submaculatus,37015010,South Coast,Pentanchidae,30,200,Variegated Catshark,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Asymbolus submaculatus,37015010,West Coast,Pentanchidae,30,200,Variegated Catshark,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Asymbolus vincenti,37015003,South Coast,Pentanchidae,2,220,Gulf Catshark,"Coastal (0-40m)
Shelf Demersal (40-200m)
Slope Demersal (200-2000m)"
Asymbolus vincenti,37015003,West Coast,Pentanchidae,2,220,Gulf Catshark,"Coastal (0-40m)
Shelf Demersal (40-200m)
Slope Demersal (200-2000m)"
Atelomycterus fasciatus,37015005,Gascoyne Coast,Scyliorhinidae,24,122,Banded Catshark,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Atelomycterus fasciatus,37015005,North Coast,Scyliorhinidae,24,122,Banded Catshark,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Atelomycterus macleayi,37015028,North Coast,Scyliorhinidae,12,80,Marbled Catshark,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Atherinomorus endrachtensis,37246005,Gascoyne Coast,Atherinidae,0,50,Endracht Hardyhead,"Coastal (0-40m)
Pelagic, Shelf (0-200m)"
Atherinomorus endrachtensis,37246005,North Coast,Atherinidae,0,50,Endracht Hardyhead,"Coastal (0-40m)
Pelagic, Shelf (0-200m)"
Atherinomorus lacunosus,37246009,North Coast,Atherinidae,0,10,Slender Hardyhead,"Estuarine
Coastal (0-40m)
Pelagic, Shelf (0-200m)"
Atherinomorus vaigiensis,37246007,Gascoyne Coast,Atherinidae,0,50,Common Hardyhead,"Estuarine
Coastal (0-40m)
Pelagic, Shelf (0-200m)"
Atherinomorus vaigiensis,37246007,North Coast,Atherinidae,0,50,Common Hardyhead,"Estuarine
Coastal (0-40m)
Pelagic, Shelf (0-200m)"
Atherinomorus vaigiensis,37246007,South Coast,Atherinidae,0,50,Common Hardyhead,"Estuarine
Coastal (0-40m)
Pelagic, Shelf (0-200m)"
Atherinomorus vaigiensis,37246007,West Coast,Atherinidae,0,50,Common Hardyhead,"Estuarine
Coastal (0-40m)
Pelagic, Shelf (0-200m)"
Atherinosoma elongata,37246010,Gascoyne Coast,Atherinidae,1,30,Elongate Hardyhead,"Estuarine
Coastal (0-40m)
Pelagic, Shelf (0-200m)"
Atherinosoma elongata,37246010,South Coast,Atherinidae,1,30,Elongate Hardyhead,"Estuarine
Coastal (0-40m)
Pelagic, Shelf (0-200m)"
Atherinosoma elongata,37246010,West Coast,Atherinidae,1,30,Elongate Hardyhead,"Estuarine
Coastal (0-40m)
Pelagic, Shelf (0-200m)"
Atrobucca brevis,37354012,North Coast,Sciaenidae,5,110,Orange Jewfish,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Atrobucca nibe,37354011,North Coast,Sciaenidae,0,200,Longmouth Jewfish,"Coastal (0-40m)
Shelf Demersal (40-200m)"
Atropus aurochs,37337041,North Coast,Carangidae,0,70,Silvermouth Trevally,"Coastal (0-40m)
Shelf Demersal (40-200m)
Pelagic, Shelf (0-200m)"
Atropus hedlandensis,37337042,Gascoyne Coast,Carangidae,0,78,Bumpnose Trevally,"Coastal (0-40m)
Shelf Demersal (40-200m)
Pelagic, Shelf (0-200m)"
Atropus hedlandensis,37337042,North Coast,Carangidae,0,78,Bumpnose Trevally,"Coastal (0-40m)
Shelf Demersal (40-200m)
Pelagic, Shelf (0-200m)"
Atropus mentalis,37337048,Gascoyne Coast,Carangidae,0,76,Longraker Trevally,"Coastal (0-40m)
Shelf Demersal (40-200m)
Pelagic, Shelf (0-200m)"
Atropus mentalis,37337048,North Coast,Carangidae,0,76,Longraker Trevally,"Coastal (0-40m)
Shelf Demersal (40-200m)
Pelagic, Shelf (0-200m)"
Atule mate,37337024,Gascoyne Coast,Carangidae,0,80,Barred Yellowtail Scad,"Coastal (0-40m)
Shelf Demersal (40-200m)
Pelagic, Shelf (0-200m)"
Atule mate,37337024,North Coast,Carangidae,0,80,Barred Yellowtail Scad,"Coastal (0-40m)
Shelf Demersal (40-200m)
Pelagic, Shelf (0-200m)"
